  9809     SPring-8 14b2 
 Pb-L21_Pb3O4_S  21.02.10 01:11 - 21.02.10 01:17
 Pb3O4                                                                           
 Ring :   8.0 GeV    99.6 mA -   99.5 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle=  7.72956 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6730
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1        7.64000   6.53000    -0.000170       0.05      6730
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   211.100   256.500   176.500
   7.24016   7.26204     0.050     14222     13115     15276
   7.23999   7.26190     0.050     14245     13137     15299
   7.23982   7.26175     0.050     14238     13134     15292
   7.23965   7.26161     0.050     14228     13126     15285
   7.23948   7.26147     0.050     14229     13126     15289
   7.23931   7.26133     0.050     14238     13139     15311
   7.23914   7.26118     0.050     14234     13137     15304
   7.23897   7.26102     0.050     14210     13116     15282
   7.23880   7.26086     0.050     14229     13136     15307
   7.23863   7.26069     0.050     14234     13144     15326
   7.23846   7.26051     0.050     14217     13126     15300
   7.23829   7.26033     0.050     14220     13130     15308
   7.23812   7.26013     0.050     14243     13154     15332
   7.23795   7.25994     0.050     14211     13126     15303
   7.23778   7.25974     0.050     14220     13134     15323
   7.23761   7.25955     0.050     14225     13143     15326
   7.23744   7.25937     0.050     14213     13135     15322
   7.23727   7.25918     0.050     14210     13133     15316
   7.23710   7.25900     0.050     14224     13145     15341
   7.23693   7.25883     0.050     14211     13137     15326
   7.23676   7.25865     0.050     14213     13139     15338
   7.23659   7.25848     0.050     14213     13142     15346
   7.23642   7.25831     0.050     14207     13137     15330
   7.23625   7.25814     0.050     14214     13142     15354
   7.23608   7.25796     0.050     14206     13140     15348
   7.23591   7.25778     0.050     14196     13134     15343
   7.23574   7.25759     0.050     14203     13139     15340
   7.23557   7.25741     0.050     14187     13128     15324
   7.23540   7.25722     0.050     14195     13137     15350
   7.23523   7.25704     0.050     14203     13145     15355
   7.23506   7.25685     0.050     14186     13128     15340
   7.23489   7.25668     0.050     14194     13137     15351
   7.23472   7.25650     0.050     14193     13138     15353
   7.23455   7.25633     0.050     14190     13137     15360
   7.23438   7.25617     0.050     14193     13141     15364
   7.23421   7.25601     0.050     14205     13153     15374
   7.23404   7.25584     0.050     14191     13143     15371
   7.23387   7.25568     0.050     14190     13147     15372
   7.23370   7.25552     0.050     14192     13148     15387
   7.23353   7.25535     0.050     14195     13155     15384
   7.23336   7.25519     0.050     14187     13145     15380
   7.23319   7.25502     0.050     14188     13148     15379
   7.23302   7.25486     0.050     14198     13160     15401
   7.23285   7.25469     0.050     14196     13158     15396
   7.23268   7.25453     0.050     14183     13150     15390
   7.23251   7.25436     0.050     14186     13152     15395
   7.23234   7.25421     0.050     14197     13163     15417
   7.23217   7.25407     0.050     14182     13152     15404
   7.23200   7.25392     0.050     14184     13155     15401
   7.23183   7.25378     0.050     14202     13173     15430
   7.23166   7.25364     0.050     14181     13158     15409
   7.23149   7.25351     0.050     14176     13153     15408
   7.23132   7.25338     0.050     14194     13168     15425
   7.23115   7.25324     0.050     14190     13166     15424
   7.23098   7.25311     0.050     14180     13158     15422
   7.23081   7.25297     0.050     14184     13162     15433
   7.23064   7.25283     0.050     14182     13163     15421
   7.23047   7.25269     0.050     14174     13158     15421
   7.23030   7.25255     0.050     14167     13151     15421
   7.23013   7.25241     0.050     14168     13153     15420
   7.22996   7.25226     0.050     14161     13151     15424
   7.22979   7.25212     0.050     14156     13146     15418
   7.22962   7.25198     0.050     14154     13145     15416
   7.22945   7.25183     0.050     14158     13150     15426
   7.22928   7.25169     0.050     14149     13143     15413
   7.22911   7.25155     0.050     14146     13143     15423
   7.22894   7.25141     0.050     14153     13153     15437
   7.22877   7.25126     0.050     14146     13144     15426
   7.22860   7.25111     0.050     14149     13149     15437
   7.22843   7.25095     0.050     14155     13159     15441
   7.22826   7.25078     0.050     14146     13149     15436
   7.22809   7.25060     0.050     14148     13154     15448
   7.22792   7.25042     0.050     14164     13170     15464
   7.22775   7.25024     0.050     14144     13149     15447
   7.22758   7.25005     0.050     14150     13158     15454
   7.22741   7.24986     0.050     14158     13168     15469
   7.22724   7.24966     0.050     14149     13163     15468
   7.22707   7.24947     0.050     14156     13165     15473
   7.22690   7.24929     0.050     14164     13177     15485
   7.22673   7.24911     0.050     14159     13172     15483
   7.22656   7.24893     0.050     14162     13178     15487
   7.22639   7.24876     0.050     14154     13174     15488
   7.22622   7.24860     0.050     14161     13178     15493
   7.22605   7.24842     0.050     14165     13185     15502
   7.22588   7.24825     0.050     14151     13173     15484
   7.22571   7.24807     0.050     14157     13180     15498
   7.22554   7.24788     0.050     14157     13180     15501
   7.22537   7.24770     0.050     14149     13174     15500
   7.22520   7.24752     0.050     14150     13177     15507
   7.22503   7.24734     0.050     14165     13193     15524
   7.22486   7.24715     0.050     14152     13183     15516
   7.22469   7.24696     0.050     14155     13183     15518
   7.22452   7.24679     0.050     14159     13191     15521
   7.22435   7.24661     0.050     14145     13180     15521
   7.22418   7.24644     0.050     14151     13186     15526
   7.22401   7.24628     0.050     14160     13197     15542
   7.22384   7.24611     0.050     14144     13183     15531
   7.22367   7.24595     0.050     14146     13186     15531
   7.22350   7.24578     0.050     14152     13195     15542
   7.22333   7.24562     0.050     14143     13185     15533
   7.22316   7.24546     0.050     14148     13191     15539
   7.22299   7.24530     0.050     14148     13191     15547
   7.22282   7.24514     0.050     14142     13187     15544
   7.22265   7.24498     0.050     14144     13193     15553
   7.22248   7.24481     0.050     14143     13192     15549
   7.22231   7.24465     0.050     14146     13194     15554
   7.22214   7.24449     0.050     14136     13190     15556
   7.22197   7.24433     0.050     14137     13190     15556
   7.22180   7.24418     0.050     14150     13204     15571
   7.22163   7.24403     0.050     14146     13203     15573
   7.22146   7.24388     0.050     14131     13190     15563
   7.22129   7.24375     0.050     14140     13202     15575
   7.22112   7.24362     0.050     14149     13206     15587
   7.22095   7.24348     0.050     14129     13191     15564
   7.22078   7.24335     0.050     14133     13199     15571
   7.22061   7.24322     0.050     14142     13208     15588
   7.22044   7.24308     0.050     14131     13199     15581
   7.22027   7.24295     0.050     14131     13198     15583
   7.22010   7.24281     0.050     14140     13208     15593
   7.21993   7.24267     0.050     14136     13212     15597
   7.21976   7.24253     0.050     14129     13205     15595
   7.21959   7.24238     0.050     14131     13204     15601
   7.21942   7.24224     0.050     14130     13207     15600
   7.21925   7.24210     0.050     14136     13210     15607
   7.21908   7.24196     0.050     14133     13212     15611
   7.21891   7.24181     0.050     14129     13210     15605
   7.21874   7.24167     0.050     14125     13208     15607
   7.21857   7.24153     0.050     14121     13206     15605
   7.21840   7.24139     0.050     14116     13202     15610
   7.21823   7.24124     0.050     14121     13210     15620
   7.21806   7.24108     0.050     14115     13204     15612
   7.21789   7.24092     0.050     14123     13215     15629
   7.21772   7.24076     0.050     14121     13213     15625
   7.21755   7.24058     0.050     14117     13210     15630
   7.21738   7.24040     0.050     14122     13217     15632
   7.21721   7.24021     0.050     14120     13215     15639
   7.21704   7.24002     0.050     14109     13209     15636
   7.21687   7.23983     0.050     14123     13222     15650
   7.21670   7.23964     0.050     14118     13218     15650
   7.21653   7.23945     0.050     14108     13213     15640
   7.21636   7.23927     0.050     14116     13220     15648
   7.21619   7.23908     0.050     14118     13224     15659
   7.21602   7.23891     0.050     14109     13219     15652
   7.21585   7.23873     0.050     14120     13229     15668
   7.21568   7.23857     0.050     14104     13215     15655
   7.21551   7.23839     0.050     14114     13224     15671
   7.21534   7.23822     0.050     14105     13219     15664
   7.21517   7.23804     0.050     14100     13215     15663
   7.21500   7.23786     0.050     14114     13231     15677
   7.21483   7.23768     0.050     14106     13223     15670
   7.21466   7.23749     0.050     14092     13214     15669
   7.21449   7.23730     0.050     14112     13233     15684
   7.21432   7.23711     0.050     14099     13223     15688
   7.21415   7.23693     0.050     14106     13226     15682
   7.21398   7.23675     0.050     14102     13227     15693
   7.21381   7.23657     0.050     14107     13236     15694
   7.21364   7.23640     0.050     14101     13229     15701
   7.21347   7.23623     0.050     14095     13228     15691
   7.21330   7.23607     0.050     14100     13233     15706
   7.21313   7.23590     0.050     14095     13230     15697
   7.21296   7.23574     0.050     14100     13238     15701
   7.21279   7.23558     0.050     14095     13234     15707
   7.21262   7.23542     0.050     14091     13231     15709
   7.21245   7.23525     0.050     14092     13233     15715
   7.21228   7.23509     0.050     14084     13227     15699
   7.21211   7.23493     0.050     14084     13228     15712
   7.21194   7.23476     0.050     14076     13226     15706
   7.21177   7.23460     0.050     14072     13224     15707
